PVDF0.2-1(3),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
70.8737,1.850485106,62.8527,532.663,243.044,473.983,2.726452531
61.6423,1.789878835,63.2739,589.971,265.326,526.942,2.770830664
53.6134,1.72927335,63.1715,649.916,293.321,579.96,2.812857229
46.6302,1.668667278,63.3286,715.981,321.385,639.798,2.854901498
40.5565,1.608060469,63.5046,790.132,352.498,707.145,2.897699651
35.274,1.547454711,63.6667,870.462,386.13,780.134,2.939749817
30.6795,1.486848277,63.8459,960.918,423.56,862.532,2.982686329
26.6835,1.426242794,64.0835,1062.01,464.163,955.206,3.026128606
23.2079,1.365635844,64.3197,1173.41,508.499,1057.51,3.069449785
20.1851,1.305030905,64.5634,1297.45,557.273,1171.68,3.11309063
17.556,1.244425572,64.818,1432.55,609.541,1296.4,3.156109789
15.2693,1.183819128,65.1308,1584.85,666.507,1437.89,3.199988164
13.2804,1.123211156,65.4545,1753.24,728.325,1594.81,3.24384137
11.5506,1.062604544,65.8246,1941.17,794.967,1770.92,3.288063571
10.0462,1.00200182,66.1768,2155.44,870.614,1971.79,3.333535938
8.73764,0.941394147,66.5449,2389.08,950.925,2191.68,3.378230693
7.59956,0.880788448,66.8142,2649.43,1043.12,2435.44,3.42315245
6.60971,0.820182405,67.2202,2945.17,1140.34,2715.45,3.469110368
5.74879,0.759576444,67.6012,3273.39,1247.33,3026.43,3.514997751
5,0.698970004,67.9994,3649.72,1367.25,3383.95,3.562259547
4.34874,0.638363443,68.4831,4040.59,1481.99,3759,3.606444785
3.78232,0.577758269,68.7787,4517.69,1635.27,4211.34,3.654916427
3.28967,0.517152334,69.2313,5021.81,1780.71,4695.49,3.700860277
2.86118,0.456545181,69.5582,5608.05,1958.65,5254.9,3.748811877
2.48851,0.39593939,69.9297,6284.99,2156.83,5903.32,3.798304591
2.16438,0.335333512,70.4038,6973.67,2338.89,6569.75,3.843461392
1.88247,0.274728064,70.9563,7675.44,2504.41,7255.36,3.885103281
1.63727,0.214120304,70.9724,8682.15,2830.58,8207.77,3.938627285
1.42402,0.153516089,71.3187,9680.45,3100.68,9170.44,3.985895546
1.23854,0.092910037,71.2096,11051.5,3559.77,10462.5,4.043421228
1.07722,0.032304408,71.7782,12172.3,3806.24,11561.9,4.085372647
0.936909,-0.028302589,72.2203,13474.7,4114.63,12831.2,4.129519105
0.814875,-0.088909006,71.753,15359.8,4809.37,14587.4,4.186385561
0.708737,-0.149514894,72.1632,17078.6,5231.31,16257.7,4.232452267
0.616423,-0.210121165,72.3339,19232.7,5836.53,18325.7,4.284040257
0.536134,-0.27072665,72.5484,21604.9,6479.34,20610.5,4.33455226
0.466302,-0.331332722,72.7541,24285.3,7199.94,23193.5,4.385343473
0.405565,-0.391939531,73.0186,27165.4,7934,25981,4.434016104
0.35274,-0.452545289,73.1037,30584.3,8889.02,29264.1,4.485498545
0.306795,-0.513151723,73.2199,34456.9,9947.68,32989.7,4.537276202
0.266835,-0.573757206,73.4253,38521.4,10988.8,36920.8,4.585702062
0.232079,-0.634364156,73.5094,43459,12336.2,41671.3,4.638079729
0.201851,-0.694969095,73.4441,49359.6,14065,47313.2,4.693371632
0.17556,-0.755574428,73.7951,54667.4,15256.2,52495.5,4.737728419
0.152693,-0.816180872,73.6666,62562,17594,60037.1,4.796310624
0.132804,-0.876788844,73.7304,70844.7,19847.6,68007.6,4.850307366
0.115506,-0.937395456,73.6554,81007.3,22796.5,77733.5,4.908524157
0.100462,-0.99799818,73.6155,93200.8,26290.3,89415.9,4.96941964
0.0873764,-1.058605853,73.5553,107936,30555.5,103520,5.03316632
0.0759956,-1.119211552,73.4199,126961,36229,121682,5.103670334
0.0660971,-1.179817595,73.2094,151759,43839.3,145289,5.181154456
0.0574878,-1.240424311,71.9916,209813,64865.1,199535,5.321832394
0.05,-1.301029996,67.7517,2334540,883907,2160730,6.36820132
