PVDF5-3(6),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
3.28967,0.517152334,73.4723,4077.38,1159.93,3908.91,3.610381188
2.86118,0.456545181,73.7862,4584.6,1280.12,4402.25,3.66130145
2.48851,0.39593939,74.0548,5175.64,1421.84,4976.5,3.713964061
2.16438,0.335333512,74.4149,5793.97,1556.66,5580.94,3.762976242
1.88247,0.274728064,74.924,6413.78,1668.22,6193.03,3.807114059
1.63727,0.214120304,74.8685,7308.64,1907.81,7055.24,3.86383657
1.42402,0.153516089,75.1637,8198.44,2099.28,7925.11,3.913731223
1.23854,0.092910037,75.1859,9364.07,2394.24,9052.81,3.971464652
1.07722,0.032304408,75.4332,10473.4,2634.15,10136.7,4.02008769
0.936909,-0.028302589,75.7219,11746.1,2896.92,11383.3,4.069893694
0.814875,-0.088909006,75.6199,13204,3279.26,12790.3,4.120705516
0.708737,-0.149514894,75.7922,14849.8,3644.73,14395.5,4.171720605
0.616423,-0.210121165,75.8233,16865.9,4130.69,16352.3,4.227009521
0.536134,-0.27072665,76.0273,18955.1,4576.87,18394.2,4.27772608
0.466302,-0.331332722,75.9909,21642,5239,20998.3,4.335297393
0.405565,-0.391939531,76.2061,24204.9,5771.18,23506.8,4.383903293
0.35274,-0.452545289,76.2612,27429.7,6514.46,26644.9,4.438221058
0.306795,-0.513151723,76.2834,31078.9,7369.42,30192.5,4.492465639
0.266835,-0.573757206,76.4199,34840.5,8180.72,33866.5,4.542084379
0.232079,-0.634364156,76.3175,39705.5,9391.97,38578.8,4.598850669
0.201851,-0.694969095,76.3181,44975.7,10638.1,43699.4,4.652977931
0.17556,-0.755574428,74.7506,50995.5,13412.9,49199.9,4.707531854
0.152693,-0.816180872,76.2935,57704.7,13673.1,56061.4,4.761211188
0.132804,-0.876788844,76.0205,65739.2,15881,63792.1,4.817824415
0.115506,-0.937395456,76.1082,74728.7,17941.6,72543,4.873487427
0.100462,-0.99799818,76.0715,84916,20440.2,82419.2,4.928989528
0.0873764,-1.058605853,75.8179,97395.9,23862.5,94427.5,4.988540675
0.0759956,-1.119211552,75.8222,111361,27275.7,107969,5.046733122
0.0660971,-1.179817595,75.5124,127328,31853.8,123279,5.104923917
0.0574878,-1.240424311,75.3571,147160,37201.1,142380,5.167789779
0.05,-1.301029996,75.3082,171730,43553.9,166115,5.23484617
